State,District,Candidate,Party,"Incumbent/
Challenger/Open",Receipts,"Contributions 
from Individuals","Contributions
from PACs and
Other Committees","Contributions and
Loans from 
 the Candidate",Disbursements,Cash On Hand,Debts,Coverage End Date
Tennessee,01,"BANYAS, MICKIE LOU",Republican Party,Challenger,"$5,920","$4,920",$0,"$1,000","$5,032",$888,$0,6/30/18
Tennessee,01,"MCKINLEY, TODD ALLEN",Republican Party,Challenger,"$45,456","$17,005",$0,"$27,551","$37,051","$8,250",$0,6/30/18
Tennessee,01,"OLSEN, MARTIN",Democratic Party,Challenger,"$67,899","$55,407",$0,"$12,492","$55,637","$12,262",$0,6/30/18
Tennessee,02,"BURCHETT, TIM",Republican Party,Open,"$607,518","$589,678","$16,425",$0,"$368,130","$239,388",$0,6/30/18
Tennessee,02,"EMERT, JASON",Republican Party,Open,"$432,783","$83,365",$250,"$349,168","$250,348","$182,435","$321,000",6/30/18
Tennessee,02,"GROSS, KENNETH WAYNE MR.",Republican Party,Open,"$7,261","$1,950",$0,"$5,311","$5,218","$2,042",$0,9/30/17
Tennessee,02,"HAMBLIN, HANK",Republican Party,Open,"$10,946","$4,696",$0,"$6,250","$10,908",$39,"$6,250",6/30/18
Tennessee,02,"HOYOS, RENEE",Democratic Party,Open,"$130,160","$128,904",$0,"$1,256","$68,911","$61,249",$0,6/30/18
Tennessee,02,"MATLOCK, JAMES LLOYD",Republican Party,Open,"$696,620","$505,870","$4,000","$175,000","$464,576","$232,244","$175,000",6/30/18
Tennessee,02,"NICKLOES, SARAH ASHLEY",Republican Party,Open,"$146,939","$101,165","$38,750",$0,"$70,098","$76,841",$0,6/30/18
Tennessee,02,"SAGLIANO, VITO ANTHONY MR.",Republican Party,Open,"$12,247","$3,000",$0,"$9,248","$11,573",$980,$0,6/30/18
Tennessee,02,"SAMPLES, WILLIAM",Independent,Open,$950,$850,$0,$0,$391,$558,$0,12/31/17
Tennessee,02,"WHITMIRE, MARC",Independent,Open,"$3,156","$2,056",$0,"$1,100","$1,758","$1,398","$1,100",6/30/18
Tennessee,02,"WILLIAMS, JOSHUA DR",Democratic Party,Open,"$119,222","$116,255",$0,"$1,239","$95,543","$23,679",$0,6/30/18
Tennessee,02,"DUNCAN, JOHN J REP. JR.*",Republican Party,Incumbent,"$134,675","$18,700","$81,400","$4,000","$334,933","$758,826",$0,6/30/18
Tennessee,03,"FLEISCHMANN, CHARLES J",Republican Party,Incumbent,"$908,602","$540,933","$363,669",$0,"$287,895","$1,169,793",$0,6/30/18
Tennessee,03,"MASSENGALE, JEREMY MR.",Republican Party,Challenger,"$1,540",$633,$0,$907,"$1,463",$77,$0,6/30/18
Tennessee,03,"MITCHELL, DANIELLE DR.",Democratic Party,Challenger,"$173,767","$160,009","$2,500","$10,358","$104,888","$68,879","$5,900",6/30/18
Tennessee,04,"DESJARLAIS, SCOTT HON.",Republican Party,Incumbent,"$432,435","$267,716","$164,650",$0,"$153,116","$370,054",$0,6/30/18
Tennessee,04,"HALE, CHRISTOPHER JOLLY",Democratic Party,Challenger,"$40,985","$24,485",$0,"$16,500","$13,563","$27,625",$0,6/30/18
Tennessee,04,"MADDUX, DAVID JACKSON",Republican Party,Challenger,"$24,581",$24,$0,"$24,557","$20,679","$2,121","$24,557",6/30/18
Tennessee,04,"PHILLIPS, MARIAH NICOLE",Democratic Party,Challenger,"$284,314","$264,001","$5,429","$14,524","$175,245","$109,069",$0,6/30/18
Tennessee,04,"REYNOLDS, STEVEN DOYLE",Democratic Party,Challenger,"$44,537","$35,838",$0,"$6,811","$33,289","$11,825","$26,783",6/30/18
Tennessee,05,"COOPER, JAMES H.S.",Democratic Party,Incumbent,"$366,312","$182,924","$178,000",$0,"$480,729","$761,278",$0,6/30/18
Tennessee,06,"BARLOW, DAWN",Democratic Party,Open,"$14,889","$11,046","$1,143","$2,700","$8,021","$6,721",$0,6/30/18
Tennessee,06,"CORLEW, BOB",Republican Party,Open,"$1,520,055","$19,872",$0,"$1,500,133","$851,002","$669,053","$1,500,000",6/30/18
Tennessee,06,"HEFFERNAN, PETER",Democratic Party,Open,"$23,000","$3,000",$0,"$20,000",$801,"$22,199","$20,000",6/30/18
Tennessee,06,"MATHENY, JUDD",Republican Party,Open,"$258,891","$240,835","$18,000",$0,"$235,058","$23,833",$0,6/30/18
Tennessee,06,"ROSE, JOHN W.",Republican Party,Open,"$2,919,420","$640,170","$29,250","$500,000","$1,359,778","$1,559,642","$2,250,000",6/30/18
Tennessee,06,"VIVIO, LAVERN",Republican Party,Open,"$13,595","$13,595",$0,$0,"$11,890","$1,705",$0,6/30/18
Tennessee,06,"WINEINGER, MERRILEE",Democratic Party,Open,"$36,869","$18,049",$0,"$18,820","$30,379","$6,490",$0,6/30/18
Tennessee,06,"BLACK, DIANE L MRS.*",Republican Party,Incumbent,"$264,264","$23,723","$230,750",$0,"$325,237","$4,262",$0,6/30/18
Tennessee,07,"GREEN, MARK DR.",Republican Party,Open,"$1,610,400","$876,208","$96,567","$620,025","$700,491","$909,909","$500,000",6/30/18
Tennessee,07,"KANEW, JUSTIN",Democratic Party,Open,"$257,187","$254,076",$0,"$3,050","$150,213","$106,974",$0,6/30/18
Tennessee,07,"MILLER, LEE THOMAS",Republican Party,Open,"$184,320","$176,820","$7,500",$0,"$184,320",$0,$0,3/31/18
Tennessee,07,"PENFOLD, JOSHUA",Democratic Party,Open,$151,$0,$0,$151,$151,$0,$0,3/31/18
Tennessee,07,"REEL, MATT",Democratic Party,Open,"$155,546","$122,346","$9,500","$23,700","$80,272","$75,273","$21,000",6/30/18
Tennessee,08,"KUSTOFF, DAVID",Republican Party,Incumbent,"$1,370,392","$861,466","$492,592",$0,"$676,877","$808,894","$384,000",6/30/18
Tennessee,08,"BOATNER, JOHN BURKE JR",Democratic Party,Challenger,"$36,074","$34,999",$0,"$1,075","$27,067","$9,007",$0,6/30/18
Tennessee,08,"FLINN, GEORGE S DR JR",Republican Party,Challenger,"$2,902,260","$2,260",$0,"$2,900,000","$1,704,208","$1,209,655","$3,139,000",6/30/18
Tennessee,08,"HART, JAMES",Independent,Challenger,$1,$0,$0,$0,$233,"$1,065","$285,486",6/30/18
Tennessee,09,"COHEN, STEPHEN IRA",Democratic Party,Incumbent,"$358,903","$93,238","$261,758",$0,"$172,769","$1,127,806",$0,6/30/18
Tennessee,09,"BERGMANN, CHARLOTTE",Republican Party,Challenger,"$30,732","$29,128",$0,"$1,604","$20,147","$10,585","$1,604",6/30/18
Tennessee,09,"MANTANONA, NICHOLAS BRENT MR.",Independent,Challenger,"$3,500","$3,500",$0,$0,"$3,500",$0,$0,6/30/17
Tennessee,09,"SMITH, KASANDRA LEE",Democratic Party,Challenger,"$6,080","$1,080",$0,"$5,000","$3,916","$2,164","$5,000",6/30/18
Texas,01,"GOHMERT, LOUIS B. MR. JR.",Republican Party,Incumbent,"$674,022","$607,558","$65,880",$0,"$592,217","$103,814",$0,6/30/18
Texas,01,"BEAL, BRENT",Democratic Party,Challenger,"$75,207","$63,757",$0,"$1,388","$74,359",$848,$81,6/30/18
Texas,01,"MCKELLAR, SHIRLEY JONETTA  DR",Democratic Party,Challenger,"$26,539","$26,339",$0,$200,"$26,803",$31,"$3,200",6/30/18
Texas,02,"BALAT, DAVID",Republican Party,Open,"$180,022","$93,022",$0,"$86,600","$180,022",$0,"$41,755",6/30/18
Texas,02,"BRYAN, PAT",Democratic Party,Open,"$1,193","$1,193",$0,$0,$855,$3,"$11,558",6/30/18
Texas,02,"CRENSHAW, DANIEL",Unknown,Open,"$982,455","$893,624","$66,810",$156,"$882,204","$100,252",$0,6/30/18
Texas,02,"HAVENS, JONATHAN MR.",Republican Party,Open,"$162,155","$81,655",$500,"$80,000","$162,155",$0,"$80,875",6/30/18
Texas,02,"JONES, JIMMY DARNELL",Democratic Party,Open,"$19,035","$19,035",$0,$0,"$13,826","$5,209",$0,2/14/18
Texas,02,"KHORASANI, ALI",Democratic Party,Open,"$12,830","$6,085",$0,"$2,529","$12,222",$608,$0,2/14/18
Texas,02,"LITTON, TODD CATLETT",Democratic Party,Open,"$843,045","$807,719","$23,539","$7,787","$435,370","$407,675",$0,6/30/18
Texas,02,"LURIE, JUSTIN LEONARD",Republican Party,Open,"$10,019","$4,476",$0,"$5,000","$10,019",$0,"$4,836",3/31/18
Texas,02,"MALIK, SILKY",Democratic Party,Open,"$19,431","$4,318",$0,"$11,113","$19,524","-$1,114",$0,3/31/18
Texas,02,"PARVIZIAN, HAMID",Democratic Party,Open,"$112,583","$58,520",$0,"$50,063","$101,239","$7,344","$35,563",2/14/18
Texas,02,"ROBERTS, KEVIN",Republican Party,Open,"$1,086,643","$602,596","$87,835","$396,125","$1,077,456","$9,187","$323,000",6/30/18
Texas,02,"SPIERS, JON P DR",Republican Party,Open,"$49,638","$35,238",$0,"$14,400","$46,927","$2,711","$60,993",6/30/18
Texas,02,"WALKER, RICK",Republican Party,Open,"$590,662","$105,575",$0,"$483,500","$590,476",$186,"$454,259",6/30/18
Texas,02,"WALL, KATHALEEN MRS.",Republican Party,Open,"$6,213,448","$38,716","$5,000","$6,169,732","$6,213,351",$97,$0,6/30/18
Texas,02,"WHITTAKER, MALCOLM EDWIN MR.",Republican Party,Open,"$11,310","$11,110",$0,$200,"$9,901","$1,389",$0,6/30/18
Texas,02,"POE, TED*",Republican Party,Incumbent,"$336,976","$181,653","$147,500",$0,"$380,574","$2,021,243",$0,6/30/18
Texas,03,"BELL, ADAM CLR NATION",Democratic Party,Open,"$206,193","$31,193",$0,"$175,000","$210,279",-$85,"$14,500",6/30/18
Texas,03,"BURCH, LORIE LOUISE",Democratic Party,Open,"$179,759","$148,459",$0,"$26,750","$160,632","$19,102","$23,150",6/30/18
Texas,03,"JOHNSON, SAMUEL H.",Democratic Party,Open,"$71,380","$60,010",$0,"$7,210","$68,468","$2,812",$0,6/30/18
Texas,03,"NIEDERKORN, DAVID",Republican Party,Open,"$53,846","$3,846",$0,"$50,000","$45,548","$9,297","$51,000",3/31/18
Texas,03,"TAYLOR, NICHOLAS V.",Republican Party,Open,"$2,534,565","$846,375","$186,250","$1,501,940","$1,693,359","$841,206","$634,385",6/30/18
Texas,03,"YHAP, MEDRICK",Democratic Party,Open,"$8,050","$1,350",$0,"$6,700","$6,384","$1,665","$3,200",3/31/18
Texas,03,"JOHNSON, SAM MR.*",Republican Party,Incumbent,"$1,808",$290,$0,$0,"$361,018","$64,811",$0,6/30/18
Texas,04,"RATCLIFFE, JOHN L",Republican Party,Incumbent,"$837,166","$350,511","$476,987",$0,"$710,283","$255,494",$0,6/30/18
Texas,04,"BETHEL JR, LANDER LOUIS",Democratic Party,Challenger,"$21,667","$19,226",$0,$0,"$20,659","$1,009",$0,6/30/18
Texas,04,"COOPER, JOHN",Republican Party,Challenger,"$16,271","$3,559",$0,"$12,712","$16,271",$0,$0,3/31/18
Texas,04,"KRANTZ, CATHERINE",Democratic Party,Challenger,"$23,481","$12,841",$0,$325,"$14,262","$9,219","$10,155",6/30/18
Texas,05,"CAMPBELL, DANIEL C MR.",Republican Party,Open,"$3,775","$3,775",$0,$0,"$1,553",-$14,$0,6/30/18
Texas,05,"DEEN, SAM ALAN",Republican Party,Open,"$79,963","$74,370",$0,"$5,593","$79,963",$0,$0,6/30/18
Texas,05,"GOODEN, LANCE",Republican Party,Open,"$595,560","$488,760","$106,800",$0,"$576,520","$19,040","$233,600",6/30/18
Texas,05,"POUNDS, BUNNI",Republican Party,Open,"$904,961","$759,434","$125,352","$20,000","$901,864","$3,098",$0,6/30/18
Texas,05,"SHEETS, KENNETH",Republican Party,Open,"$196,075","$181,825","$13,750",$500,"$196,075",$0,$0,5/17/18
Texas,05,"WOOD, DANNY EUGENE JR",Democratic Party,Open,"$81,476","$54,275",$0,"$23,191","$80,623",$853,"$7,000",6/30/18
Texas,05,"WRIGHT, JASON",Republican Party,Open,"$146,580","$130,350","$7,230",$0,"$146,580",$0,$0,3/31/18
Texas,05,"HENSARLING, JEB HON.*",Republican Party,Incumbent,"$941,262","$463,032","$472,250",$0,"$775,277","$814,048",$0,6/30/18
Texas,06,"ADAIR, GLENN DAREN MR. N/A",Libertarian Party,Open,$508,$1,$508,$0,$470,$0,$0,1/6/18
Texas,06,"DANDRIDGE, JACQUES MR. JR",Republican Party,Open,"$5,126",$1,$0,"$5,125","$4,195",$946,"$5,125",12/31/17
Texas,06,"DUBBERLY, SHANNON MICHAEL",Republican Party,Open,"$117,078","$72,027",$0,"$45,050","$117,078",$0,"$45,000",3/31/18
Texas,06,"DUNCAN, JOHN WESLEY",Democratic Party,Open,"$34,500","$26,776",$0,"$3,724","$34,534",-$34,$0,5/3/18
Texas,06,"ELLZEY, JOHN KEVIN",Republican Party,Open,"$311,684","$266,536","$21,000","$9,468","$310,206","$1,478","$12,827",6/30/18
Texas,06,"MITCHELL, MONTE MARK DR.",Republican Party,Open,"$10,030",$400,$0,"$9,630","$5,475","$4,563","$9,630",3/10/18
Texas,06,"RATTERREE, TROY",Republican Party,Open,"$52,860","$3,860",$0,"$49,000","$52,860",$0,$0,4/6/18
Texas,06,"SANCHEZ, JANA LYNNE MS",Democratic Party,Open,"$358,960","$345,968","$8,000",$972,"$291,188","$67,772",$0,6/30/18
Texas,06,"SHOCKLEE, LEVII",Democratic Party,Open,"$8,736",$954,$0,"$3,782","$9,666",-$932,"$3,276",4/13/18
Texas,06,"SNIDER, JUSTIN WAYNE",Democratic Party,Open,"$12,852","$11,358",$500,$600,"$12,694",$973,$0,6/30/18
Texas,06,"WOOLRIDGE, RUBY FAYE MS.",Democratic Party,Open,"$98,677","$74,734",$425,"$23,518","$74,233","$23,334",$0,6/30/18
Texas,06,"WRIGHT, RON",Republican Party,Open,"$313,176","$256,226","$56,950",$0,"$288,018","$25,157","$107,415",6/30/18
Texas,06,"BARTON, JOE LINUS*",Republican Party,Incumbent,"$500,177","$232,383","$214,844",$0,"$874,481","$47,082",$0,6/30/18
Texas,07,"CULBERSON, JOHN",Republican Party,Incumbent,"$2,024,361","$736,735","$945,351",$0,"$843,176","$1,262,877",$0,6/30/18
Texas,07," ZIEGLER, EDWARD RAY",Republican Party,Challenger,"$37,925","$12,925",$0,"$25,000","$37,260",$886,"$11,600",6/30/18
Texas,07,"BUTLER, JOSHUA A",Democratic Party,Challenger,"$56,283","$26,312",$0,$275,"$56,283",$0,$0,6/30/18
Texas,07,"CARGAS, JAMES P",Democratic Party,Challenger,"$98,637","$63,461",$0,"$34,900","$104,260",$794,"$13,750",6/30/18
Texas,07,"FLETCHER, ELIZABETH",Democratic Party,Challenger,"$2,321,870","$2,205,171","$84,000","$18,495","$1,524,807","$797,077","$5,532",6/30/18
Texas,07,"KERNER, DEBRA",Democratic Party,Challenger,"$18,464","$15,764",$0,"$2,700","$7,830",$836,$0,12/31/17
Texas,07,"MOSER, LAURA",Democratic Party,Challenger,"$1,281,739","$1,254,654","$12,600","$1,883","$1,281,714",$25,"$20,066",6/30/18
Texas,07,"SANCHEZ, IVAN",Democratic Party,Challenger,"$64,536","$59,669",$100,"$4,767","$64,536",$0,$0,5/30/18
Texas,07,"TRIANTAPHYLLIS, ALEXANDER",Democratic Party,Challenger,"$1,148,101","$1,131,564","$3,500","$2,002","$1,148,005",$95,$0,6/30/18
Texas,07,"WESTIN, JASON",Democratic Party,Challenger,"$620,740","$523,786","$12,000","$80,954","$614,484","$6,256","$75,365",6/30/18
Texas,08,"BRADY, KEVIN",Republican Party,Incumbent,"$4,258,370","$1,206,195","$2,442,053",$0,"$3,775,656","$1,951,077",$0,6/30/18
Texas,08,"CANTU, JAMES",Republican Party,Challenger,"$40,000",$0,$0,"$40,000","$40,000",$0,$0,11/28/17
Texas,08,"DAVID, STEVEN",Democratic Party,Challenger,"$25,044","$25,044",$0,$0,"$21,831","$2,709",$0,6/30/18
Texas,09,"GREEN, ALEXANDER",Democratic Party,Incumbent,"$387,335","$261,583","$125,340",$400,"$343,350","$278,110","$50,000",6/30/18
Texas,09,"HERNANDEZ, BENJAMIN",Independent,Challenger,"$9,910","$8,148",$0,"$1,763","$3,164","$6,747",$0,6/30/18
Texas,09,"HERNANDEZ, CHRISTIAN",Democratic Party,Challenger,$100,$0,$0,$100,$100,$0,$0,12/31/17
Texas,09,"ROGERS, LAKESHA DONYEIL",Independent,Challenger,"$11,267","$11,267",$0,$0,"$8,230","$3,037",$0,6/30/18
Texas,10,"MCCAUL, MICHAEL",Republican Party,Incumbent,"$1,385,579","$751,936","$561,627",$0,"$1,053,225","$438,079",$0,6/30/18
Texas,10,"CADIEN, TAWANA W.",Democratic Party,Challenger,"$2,423","$1,413",$0,"$1,000","$11,401","-$10,801","$31,243",6/30/18
Texas,10,"DEGROW, RICHIE",Democratic Party,Challenger,"$6,076","$4,803",$0,"$1,273","$6,068",$8,$0,2/14/18
Texas,10,"EDEN, MADELINE KATHERINE",Democratic Party,Challenger,"$2,995","$2,970",$0,$25,$25,"$2,970","$13,593",2/14/18
Texas,10,"HARRIS, MATT",Democratic Party,Challenger,"$5,115","$5,115",$0,$0,$911,"$4,204",$0,2/14/18
Texas,10,"NELSON, KEVIN",Democratic Party,Challenger,"$26,219",$0,$0,"$26,219","$4,788","$21,431","$22,000",6/30/18
Texas,10,"SIEGEL, MICHAEL",Democratic Party,Challenger,"$177,680","$155,270","$11,150","$6,535","$130,827","$46,852","$5,000",6/30/18
Texas,10,"STONE, RYAN HENRY",Democratic Party,Challenger,"$15,482","$15,129",$0,$314,"$15,482",$0,$0,11/6/17
Texas,10,"WALKER, TAMI LEANE",Democratic Party,Challenger,"$41,941","$9,295",$150,"$28,496","$41,979",$0,$0,3/30/18
Texas,11,"CONAWAY, MICHAEL HONORABLE",Republican Party,Incumbent,"$1,701,959","$657,873","$994,666",$0,"$1,557,734","$1,510,468",$0,6/30/18
Texas,11,"CASAS, MASON",Democratic Party,Challenger,$903,$0,$0,$410,$488,$414,$410,6/30/17
Texas,11,"LEEDER, VIRGINIA LOUISE",Democratic Party,Challenger,"$48,489","$48,389",$0,$100,"$42,105","$6,384",$0,6/30/18
Texas,11,"MYERS, THOMAS PAUL",Republican Party,Challenger,"$6,638","$2,470",$200,"$3,968","$6,638",$0,$0,3/29/18
Texas,12,"GRANGER, KAY",Republican Party,Incumbent,"$1,671,633","$1,077,342","$580,446",$0,"$1,255,832","$860,253",$0,6/30/18
Texas,12,"ADIA, VANESSA MICHELLE",Democratic Party,Challenger,"$106,715","$105,523",$0,"$1,050","$55,874","$50,696",$0,6/30/18
Texas,13,"THORNBERRY, MAC",Republican Party,Incumbent,"$1,131,705","$646,198","$483,300",$0,"$1,160,013","$476,723",$0,6/30/18
Texas,13,"SAGAN, GREGORY T. MR.",Democratic Party,Challenger,"$21,414","$17,870","$2,500","$1,044","$24,109","$2,710",$0,6/30/18
Texas,14,"WEBER, RANDY",Republican Party,Incumbent,"$557,622","$321,195","$235,750",$0,"$475,496","$450,255","$124,000",6/30/18
Texas,14,"BELL, ADRIENNE",Democratic Party,Challenger,"$105,067","$96,584","$4,325",$0,"$98,932","$6,136","$1,261",6/30/18
Texas,14,"SARGENT, WILLIAM KEDZIE ",Republican Party,Challenger,"$29,508","$16,549",$0,$101,"$29,506",$0,$0,6/15/18
Texas,15,"GONZALEZ, VICENTE",Democratic Party,Incumbent,"$985,425","$459,479","$525,945",$0,"$251,762","$854,163","$500,000",6/30/18
Texas,15,"WESTLEY, TIMMY LEE",Republican Party,Challenger,"$7,491","$6,497",$0,$978,"$6,849",$729,$0,3/31/18
Texas,16,"CARRILLO, JOHN RENE",Democratic Party,Open,"$3,220",$0,$0,$0,$0,$0,$0,9/30/17
Texas,16,"CHAVEZ, NORMA PRISCILLA MS.",Democratic Party,Open,"$13,954","$3,876",$0,"$8,375","$14,621",$681,$0,6/30/18
Texas,16,"ESCOBAR, VERONICA",Democratic Party,Open,"$1,185,638","$842,564","$269,590",$0,"$947,185","$238,452",$0,6/30/18
Texas,16,"FENENBOCK, DORI",Democratic Party,Open,"$1,051,376","$636,556","$8,850","$400,030","$1,036,804","$14,572","$400,030",6/30/18
Texas,16,"GARCIA, ENRIQUE MR.",Democratic Party,Open,"$108,221","$17,024",$0,$0,"$108,246",-$25,$0,4/30/18
Texas,16,"GARCIA-URESTE, ALIA",Republican Party,Open,$165,$160,$0,$5,$0,$165,$0,12/31/17
Texas,16,"SEEBERGER, RICK",,Open,"$28,312","$16,001",$0,"$11,399","$26,375","$1,937","$9,659",6/30/18
Texas,16,"TILGHMAN, JEROME LEANDER",Democratic Party,Open,"$29,024","$2,501",$0,"$26,526","$29,027",$0,$0,3/31/18
Texas,16,"WILLIAMS, SAMUEL LEE JR",Independent,Open,"$5,579",$586,$793,"$4,200","$1,789","$3,790","$4,000",6/30/18
Texas,17,"FLORES, BILL",Republican Party,Incumbent,"$1,072,084","$269,406","$764,957",$0,"$485,902","$841,518",$0,6/30/18
Texas,17,"KENNEDY, RICHARD",Democratic Party,Challenger,"$81,778","$23,684",$0,"$57,819","$71,931","$9,946","$26,456",6/30/18
Texas,17,"MANTEY, DALE S",Democratic Party,Challenger,"$25,471","$21,471",$0,"$4,000","$14,878","$1,411",$0,3/31/18
Texas,17,"STURM, SCOTT 1974",Democratic Party,Challenger,$95,$95,$0,$0,$0,$95,$0,6/30/17
Texas,18,"LEE, SHEILA JACKSON",Democratic Party,Incumbent,"$452,825","$285,267","$163,557",$0,"$435,691","$136,971",$0,6/30/18
Texas,18,"PATE, AVA",Republican Party,Challenger,"$9,693","$5,430",$0,"$4,263","$5,808","$4,240",$0,6/30/18
Texas,18,"PETERKA, JESSICA LEE",Independent,Challenger,$0,$0,$0,$0,"$2,285","-$2,285",$0,6/30/17
Texas,18,"SPENCER, LUKE",Libertarian Party,Challenger,"$7,187","$1,935",$0,"$5,252","$6,448",$739,$0,6/30/18
Texas,19,"ARRINGTON, JODEY COOK",Republican Party,Incumbent,"$1,053,269","$695,978","$332,070",$0,"$448,199","$861,456",$0,6/30/18
Texas,19,"EPSTEIN, DANIEL JACOB",Democratic Party,Challenger,"$39,787","$33,656",$0,"$1,831","$37,935","$1,852",$0,6/30/18
Texas,19,"LEVARIO, MIGUEL ANTONIO MR. PHD",Democratic Party,Challenger,"$55,272","$48,905","$1,025",$0,"$50,895","$4,376",$0,6/30/18
Texas,20,"CASTRO, JOAQUIN",Democratic Party,Incumbent,"$764,506","$329,608","$421,300",$0,"$674,671","$217,067",$0,6/30/18
Texas,21,"ANDARZA, IVAN ARTURO",Republican Party,Open,"$8,897","$1,035",$0,"$7,862","$8,236",$661,$0,4/23/18
Texas,21,"CANSECO, FRANCISCO 'QUICO'",Republican Party,Open,"$22,361","$22,125",$0,$236,"$22,361","$127,821","$122,923",6/30/18
Texas,21,"CROWE, DERRICK CHAD MR.",Democratic Party,Open,"$179,231","$168,948","$2,500","$1,955","$178,924",$308,$0,6/30/18
Texas,21,"GARZA, MAURO EVERETT MR.",Republican Party,Open,"$148,134","$2,700",$0,"$145,434","$119,109","$29,025","$219,338",6/30/18
Texas,21,"HAGEN, FOSTER",Republican Party,Open,"$13,685",$0,$0,"$13,685","$13,685",$0,$0,2/14/18
Texas,21,"ISAAC, JASON",Republican Party,Open,"$250,815","$239,640","$9,000","$2,175","$250,170",$644,$675,6/30/18
Texas,21,"KOPSER, JOSEPH",Democratic Party,Open,"$1,594,725","$1,331,097","$74,974","$32,178","$1,230,359","$364,366","$25,000",6/30/18
Texas,21,"KRAUSE, RYAN PATRICK",Republican Party,Open,"$29,903","$10,918",$0,"$18,985","$29,430",$473,"$9,499",6/30/18
Texas,21,"MCCALL, BRIAN MATTHEW",Republican Party,Open,"$309,015","$181,286","$4,000","$123,708","$253,653","$55,363","$118,371",6/30/18
Texas,21,"MCFADDEN, ELLIOTT JAMES",Democratic Party,Open,"$114,020","$92,191",$750,"$20,336","$114,020",$0,$0,3/31/18
Texas,21,"MELTON, RIXI",Democratic Party,Open,"$5,522","$4,240",$0,"$1,281","$3,866","$1,655",$0,6/30/18
Texas,21,"NARVAIZ, SUSAN",Republican Party,Open,"$70,784","$24,085",$0,"$46,546","$70,213",$571,$0,6/30/18
Texas,21,"NEGLEY, WILLIAM W.",Republican Party,Open,"$338,098","$227,612",$0,"$110,485","$338,057",$40,"$117,948",6/30/18
Texas,21,"POTEET, ALONZO MARCUS MR. III",Republican Party,Open,"$27,518","$6,796",$0,"$20,723","$30,835","-$3,317","$15,159",6/30/18
Texas,21,"PRUITT, AUTRY",Republican Party,Open,"$13,191","$13,191",$0,$0,"$13,191",$0,"$7,000",6/30/18
Texas,21,"ROY, CHIP",Republican Party,Open,"$936,939","$828,541","$107,089","$1,309","$746,665","$190,273",$0,6/30/18
Texas,21,"SARVER, JENIFER",Republican Party,Open,"$213,469","$200,473","$4,500","$8,496","$208,073","$5,396",$0,3/31/18
Texas,21,"STOVALL, ROBERT",Republican Party,Open,"$159,555","$118,019","$5,500","$36,035","$157,404","$2,150","$69,900",6/30/18
Texas,21,"TEMPLE, SAMUEL",Republican Party,Open,"$14,582","$14,582",$0,$0,"$14,405",$87,$0,4/7/18
Texas,21,"WAKELY, THOMAS MR.",Democratic Party,Open,"$7,572","$5,572",$0,"$2,000","$7,572",$0,"$15,226",6/30/17
Texas,21,"WARDLAW, PEGGY",Republican Party,Open,"$17,095","$3,405",$0,"$13,690","$12,290","$4,805","$13,690",3/31/18
Texas,21,"WILSON, MARY E",Democratic Party,Open,"$111,827","$75,555","$1,120","$33,854","$111,000",$827,"$15,764",6/30/18
Texas,21,"SMITH, LAMAR*",Republican Party,Incumbent,"$645,161","$377,068","$268,040",$0,"$559,404","$668,213",$0,6/30/18
Texas,22,"OLSON, PETER G.",Republican Party,Incumbent,"$1,061,637","$360,093","$698,172",$0,"$1,266,214","$253,267",$0,6/30/18
Texas,22,"BROWN II, STEPHEN KEITH",Democratic Party,Challenger,"$55,029","$17,354","$4,219","$33,138","$53,216","$1,813","$33,138",6/30/18
Texas,22,"GIBSON, MARK",Democratic Party,Challenger,"$19,878","$9,607",$0,"$8,745","$24,794","-$4,916","$8,245",6/30/18
Texas,22,"GREEN, JAMES",Republican Party,Challenger,"$9,346",$450,$0,"$6,896","$9,355",$0,"$6,896",3/31/18
Texas,22,"JOHNSON, MARGARITA RUIZ",Democratic Party,Challenger,"$18,523","$2,170",$0,"$16,353","$15,953","$2,570","$15,953",3/6/18
Texas,22,"KULKARNI, SRI PRESTON",Democratic Party,Challenger,"$448,681","$383,955","$14,601","$50,125","$359,246","$89,434","$8,000",6/30/18
Texas,22,"NGUYEN, DANNY QUOC MR. CCIM",Republican Party,Challenger,"$162,877","$46,310",$0,"$116,300","$162,802",$75,"$67,998",6/30/18
Texas,22,"PLUMMER, LETITIA",Democratic Party,Challenger,"$132,843","$117,236","$8,582","$2,944","$128,626","$4,217","$2,350",6/30/18
Texas,22,"SWENY, SARA KELLEN MRS.",Independent,Challenger,"$4,286","$2,903",$0,"$1,384","$2,668","$1,618",$0,6/30/18
Texas,22,"ZMRHAL, ERIC",Republican Party,Challenger,"$19,413","$14,060",$0,"$5,353","$21,803","$6,166",$0,5/4/18
Texas,23,"HURD, WILLIAM",Republican Party,Incumbent,"$3,057,983","$846,977","$1,232,262",$0,"$1,068,816","$2,019,314",$0,6/30/18
Texas,23,"ARREDONDO-LYNCH, ALMA D.D.S",Republican Party,Challenger,"$31,465","$11,465",$0,"$20,000","$30,837",$628,"$20,000",6/30/18
Texas,23,"CANALES, JUDITH ANN",Democratic Party,Challenger,"$39,055","$26,159",$0,"$10,196","$35,109","$3,946","$12,600",6/30/18
Texas,23,"HILDT, ROBERT TRAVIS",Green Party,Challenger,"$8,000",$0,$0,$0,"$8,000",$100,$0,6/30/18
